incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
DRIVING COMPLAINTS,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44525461,-123.3342615,10,Sunday,Traffic
THEFT BICYCLE UNDER $5000,2900 Block FIFTH ST,VICTORIA,BC,48.44290307,-123.3588247,11,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,3100 Block DOUGLAS ST,VICTORIA,BC,48.4462745,-123.3714598,12,Sunday,Other
LIQUOR-INTOX IN PUBLIC PLACE,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,12,Sunday,Liquor
THEFT-OTHER UNDER $5000,800 Block LAWNDALE AVE,VICTORIA,BC,48.4198612,-123.3271932,13,Sunday,Theft
THEFT-OTHER UNDER $5000,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44075657,-123.3988949,14,Sunday,Theft
MISCHIEF $5000 OR UNDER,1800 Block QUADRA ST,VICTORIA,BC,48.43033814,-123.3587168,14,Sunday,Property Crime
COLLISION-DAMAGE UNDER $1000,1100 Block KINGS RD,VICTORIA,BC,48.43774889,-123.3557386,14,Sunday,Traffic
THEFT FROM MV UNDER $5000,3000 Block FIFTH ST,VICTORIA,BC,48.44467258,-123.3592657,14,Sunday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,100 Block CROFT ST,VICTORIA,BC,48.41484799,-123.376983,15,Sunday,Other
THEFT BICYCLE UNDER $5000,800 Block BANK ST,VICTORIA,BC,48.42097267,-123.329424,15,Sunday,Theft
OBSTRUCT PEACE/PUBLIC OFFICER,BLANSHARD ST & FISGARD ST,VICTORIA,BC,48.42931336,-123.3617426,16,Sunday,Other
BREAK & ENTER-RESIDENCE,700 Block SUFFOLK ST,VICTORIA,BC,48.43181734,-123.3918299,17,Sunday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block HUMBOLDT ST,VICTORIA,BC,48.42282033,-123.3679062,17,Sunday,Other
COLLISION-NON-FATAL INJURY,HEAD ST & ESQUIMALT RD,VICTORIA,BC,48.43059181,-123.4006684,17,Sunday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,900 Block KINGS RD,VICTORIA,BC,48.43731508,-123.3596766,17,Sunday,Liquor
THEFT BICYCLE UNDER $5000,1200 Block BALMORAL RD,VICTORIA,BC,48.427788,-123.3461756,18,Sunday,Theft
CAUSE A DISTURBANCE,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,2,Friday,Disorder
LIQUOR-INTOX IN PUBLIC PLACE,800 Block DOUGLAS ST,VICTORIA,BC,48.42233778,-123.3659094,2,Friday,Liquor
POSSESSION-CANNABIS 30G & UNDR,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,18,Sunday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,BAY ST & GOVERNMENT ST,VICTORIA,BC,48.43580093,-123.3673186,19,Sunday,Other
TRAFFIC-OTHER MOVING PROV,QUADRA ST & TOLMIE AVE,VICTORIA,BC,48.44895767,-123.3618612,19,Sunday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block BURDETT AVE,VICTORIA,BC,48.42157243,-123.3569128,18,Monday,Other
THEFT BICYCLE UNDER $5000,1900 Block BAY ST,VICTORIA,BC,48.43362771,-123.3284393,19,Sunday,Theft
THEFT-SHOPLIFTING UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43841497,-123.3589404,19,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,2200 Block QUADRA ST,VICTORIA,BC,48.43323124,-123.3582853,20,Sunday,Other
LIQUOR (LCLA) ACT-OTHER,700 Block DOUGLAS ST,VICTORIA,BC,48.42056133,-123.3662781,20,Sunday,Liquor
BYLAW-NOISE,1400 Block DENMAN ST,VICTORIA,BC,48.43273758,-123.3414446,22,Sunday,Other
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.4275175,-123.367232,13,Monday,Theft
DRIVING COMPLAINTS,FORBES ST & BAY ST,VICTORIA,BC,48.4341632,-123.3383185,8,Tuesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,3000 Block BLANSHARD ST,VICTORIA,BC,48.4442805,-123.365956,21,Sunday,Theft
THEFT-SHOPLIFTING UNDER $5000,500 Block HERALD ST,VICTORIA,BC,48.43017448,-123.3684415,16,Friday,Theft
THEFT OF AUTO OVER $5000,2200 Block QUADRA ST,VICTORIA,BC,48.43323124,-123.3582853,7,Friday,Theft of Vehicle
OBSTRUCT PEACE/PUBLIC OFFICER,1200 Block BLANSHARD ST,VICTORIA,BC,48.4253512,-123.3622708,16,Monday,Other
COLLISION-DAMAGE OVER $1000,BAY ST & QUADRA ST,VICTORIA,BC,48.43529916,-123.3580348,19,Wednesday,Traffic
BYLAW-NOISE,1000 Block EMPRESS AVE,VICTORIA,BC,48.43452506,-123.3537596,22,Friday,Other
TRAFFIC-OTHER NON-MOVE PROV,1900 Block BLANSHARD ST,VICTORIA,BC,48.43124623,-123.3614998,22,Friday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,JOHNSON ST & GOVERNMENT ST,VICTORIA,BC,48.42749329,-123.3672414,22,Friday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,HILLSIDE AVE & CEDAR HILL RD,VICTORIA,BC,48.44128391,-123.3442033,22,Friday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block ADMIRALS RD,VICTORIA,BC,48.43935615,-123.4246145,23,Friday,Other
CAUSE A DISTURBANCE,BLANSHARD ST & VIEW ST,VICTORIA,BC,48.4251144,-123.3622467,23,Friday,Disorder
BYLAW-NOISE,2200 Block LYDIA ST,VICTORIA,BC,48.43136028,-123.33437,23,Friday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,BAY ST,VICTORIA,BC,48.43171692,-123.383739,5,Friday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block DAVID ST,VICTORIA,BC,48.43810647,-123.3719139,6,Friday,Other
TRAFFIC-OTHER MOVING PROV,ADMIRALS RD & ESQUIMALT RD,VICTORIA,BC,48.429931,-123.4169635,14,Sunday,Traffic
DRIVING COMPLAINTS,QUADRA ST & YATES ST,VICTORIA,BC,48.4257085,-123.3592866,13,Monday,Traffic
THEFT-OTHER UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.4157854,-123.3736819,12,Sunday,Theft
IMPAIRED OP MOTOR VEH (ALCOH),JUTLAND RD & WATERFRONT CRES,VICTORIA,BC,48.44142811,-123.377128,23,Wednesday,Traffic
IMPAIRED OP MOTOR VEH (ALCOH),SUMAS ST & GARBALLY RD,VICTORIA,BC,48.44056603,-123.372182,2,Thursday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,600 Block PANDORA AVE,VICTORIA,BC,48.42814316,-123.3654511,13,Sunday,Liquor
BYLAW-NOISE,600 Block LINDEN AVE,VICTORIA,BC,48.41888009,-123.3516669,5,Thursday,Other
COLLISION-NON-FATAL INJURY,BLANSHARD ST & HILLSIDE AVE,VICTORIA,BC,48.43889838,-123.3635022,8,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block PEMBROKE ST,VICTORIA,BC,48.43224854,-123.3579354,23,Sunday,Other
ASSAULT-W/WEAPON OR CBH,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,6,Wednesday,Assault with Deadly Weapon
FALSE ALARMS,100 Block KINGSTON ST,VICTORIA,BC,48.4220568,-123.3809203,13,Saturday,Alarm
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block DOUGLAS ST,VICTORIA,BC,48.42478296,-123.3652335,22,Sunday,Liquor
TRAFFIC-INSURANCE VIOLATION,PEMBROKE ST & VICTOR ST,VICTORIA,BC,48.43117594,-123.3370793,21,Sunday,Traffic
TRAFFIC-INSURANCE VIOLATION,YATES ST & FERNWOOD RD,VICTORIA,BC,48.42450768,-123.3455501,21,Sunday,Traffic
VEHICLE,GOVERNMENT ST & VIEW ST,VICTORIA,BC,48.42567517,-123.3677474,2,Saturday,Vehicle Stop
LIQUOR-INTOX IN PUBLIC PLACE,CENTENNIAL SQ,VICTORIA,BC,48.4287178,-123.3657246,2,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,HUMBOLDT ST & DOUGLAS ST,VICTORIA,BC,48.4221933,-123.3660079,2,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,700 Block GOVERNMENT ST,VICTORIA,BC,48.4208686,-123.3688375,2,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block PEMBROKE ST,VICTORIA,BC,48.4318946,-123.3521785,1,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,800 Block ESQUIMALT RD,VICTORIA,BC,48.4286885,-123.4316231,1,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,900 Block DOUGLAS ST,VICTORIA,BC,48.4232854,-123.365717,0,Saturday,Liquor
BYLAW-NOISE,200 Block ST LAWRENCE ST,VICTORIA,BC,48.4200102,-123.3832328,0,Saturday,Other
DRIVING COMPLAINTS,300 Block ESQUIMALT RD,VICTORIA,BC,48.4303947,-123.3844897,23,Friday,Traffic
LIQUOR-CONSUME IN PUBLIC PLACE,900 Block DOUGLAS ST,VICTORIA,BC,48.4232854,-123.365717,23,Friday,Liquor
BYLAW-NOISE,500 Block WILLIAM ST,VICTORIA,BC,48.4316727,-123.3889948,22,Friday,Other
BYLAW-NOISE,2000 Block CHAMBERS ST,VICTORIA,BC,48.4306699,-123.3501036,22,Friday,Other
THEFT FROM MV UNDER $5000,QUADRA ST & CALEDONIA AVE,VICTORIA,BC,48.4307899,-123.3586214,22,Friday,Theft from Vehicle
BYLAW-NOISE,900 Block BANK ST,VICTORIA,BC,48.4224488,-123.3287182,21,Friday,Other
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,17,Saturday,Theft
THEFT-SHOPLIFTING UNDER $5000,1300 Block DOUGLAS ST,VICTORIA,BC,48.4263754,-123.3649513,15,Sunday,Theft
THEFT BICYCLE UNDER $5000,700 Block YATES ST,VICTORIA,BC,48.4263013,-123.3646043,21,Friday,Theft
THEFT BICYCLE UNDER $5000,1400 Block HILLSIDE AVE,VICTORIA,BC,48.4415676,-123.3441165,20,Friday,Theft
CAUSE A DISTURBANCE,1800 Block STORE ST,VICTORIA,BC,48.4306008,-123.369691,20,Friday,Disorder
THEFT MOTORCYCLE UNDER $5000,1100 Block VISTA HGHT,VICTORIA,BC,48.44140731,-123.3563438,6,Thursday,Theft of Vehicle
FALSE ALARMS,1200 Block BAY ST,VICTORIA,BC,48.43454782,-123.3456613,7,Thursday,Alarm
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,10,Thursday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,BLANSHARD ST & YATES ST,VICTORIA,BC,48.42596659,-123.3620642,12,Thursday,Liquor
TRAFFIC-OTHER MUNICIPAL,CARRIE ST & CRAIGFLOWER RD,VICTORIA,BC,48.4402391,-123.3958192,12,Thursday,Traffic
COLLISION-DAMAGE UNDER $1000,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,12,Thursday,Traffic
ROBBERY-OTHER,BLANSHARD ST & VIEW ST,VICTORIA,BC,48.4251144,-123.3622467,13,Thursday,Robbery
ANIMAL CALLS,1300 Block GRANT ST,VICTORIA,BC,48.42862211,-123.3438349,14,Thursday,Other
DRIVING COMPLAINTS,JUTLAND RD & GORGE RD E,VICTORIA,BC,48.4419134,-123.3766962,14,Thursday,Traffic
TRAFFIC-INSURANCE VIOLATION,BLANSHARD ST & QUEENS AVE,VICTORIA,BC,48.43404453,-123.3626932,14,Thursday,Traffic
DRIVING COMPLAINTS,QUADRA ST & HILLSIDE AVE,VICTORIA,BC,48.43943031,-123.3591536,15,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block CAVE ST,VICTORIA,BC,48.43581202,-123.3976824,15,Thursday,Other
THEFT-SHOPLIFTING UNDER $5000,800 Block VIEWFIELD RD,VICTORIA,BC,48.43408198,-123.3973728,16,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,700 Block PANDORA AVE,VICTORIA,BC,48.4277711,-123.3620985,16,Thursday,Theft
TRAFFIC-OTHER MOVING PROV,GORGE RD E & HARRIET RD,VICTORIA,BC,48.44390441,-123.3904882,17,Thursday,Traffic
MISCHIEF $5000 OR UNDER,600 Block DISCOVERY ST,VICTORIA,BC,48.43189039,-123.3667267,18,Thursday,Property Crime
THEFT BICYCLE UNDER $5000,500 Block JOHNSON ST,VICTORIA,BC,48.42756073,-123.3677773,19,Thursday,Theft
DRIVING COMPLAINTS,DALLAS RD & ONTARIO ST,VICTORIA,BC,48.42158065,-123.3848393,21,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block BATTERY ST,VICTORIA,BC,48.41050542,-123.3706146,22,Thursday,Other
215 DRUG,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,22,Thursday,Traffic
THEFT BICYCLE UNDER $5000,FORT ST & BLANSHARD ST,VICTORIA,BC,48.42431624,-123.3624261,22,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block HUMBOLDT ST,VICTORIA,BC,48.4221662,-123.3659553,20,Friday,Other
COLLISION-DAMAGE UNDER $1000,FORT ST & RICHMOND AVE,VICTORIA,BC,48.4295565,-123.330182,19,Friday,Traffic
COLLISION-NON-FATAL INJURY,900 Block BURDETT AVE,VICTORIA,BC,48.42168242,-123.3598747,23,Saturday,Traffic
FALSE ALARMS,1000 Block SOUTHGATE ST,VICTORIA,BC,48.41661119,-123.3586739,23,Sunday,Alarm
VEHICLE,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,15,Tuesday,Vehicle Stop
ANIMAL CALLS,400 Block DUNEDIN ST,VICTORIA,BC,48.44115127,-123.3768734,5,Wednesday,Other
POSSESSION-METHAMPHETAMINE,DOUGLAS ST & JOHNSON ST,VICTORIA,BC,48.42717744,-123.3646953,7,Wednesday,Drugs
MISCHIEF $5000 OR UNDER,QUADRA ST & QUEENS AVE,VICTORIA,BC,48.43392467,-123.3582466,7,Wednesday,Property Crime
DRIVING COMPLAINTS,3100 Block BLANSHARD ST,VICTORIA,BC,48.44603459,-123.3668837,8,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block WHARF ST,VICTORIA,BC,48.42400761,-123.3695941,8,Wednesday,Other
BREAK & ENTER-RESIDENCE,1000 Block SOUTHGATE ST,VICTORIA,BC,48.41661119,-123.3586739,9,Wednesday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,BLANSHARD ST & FORT ST,VICTORIA,BC,48.42431624,-123.3624261,10,Wednesday,Other
THEFT FROM MV UNDER $5000,800 Block VIEW ST,VICTORIA,BC,48.42507731,-123.361844,11,Wednesday,Theft from Vehicle
VEHICLE,HILLSIDE AVE & BLANSHARD ST,VICTORIA,BC,48.43892769,-123.3632306,7,Wednesday,Vehicle Stop
VEHICLE,1200 Block PEMBROKE ST,VICTORIA,BC,48.43163788,-123.3486584,18,Friday,Vehicle Stop
FALSE ALARMS,BAY ST & WILSON ST,VICTORIA,BC,48.43285437,-123.3823266,3,Thursday,Alarm
SUSPICIOUS PERS/VEH/OCCURRENCE,BAY ST & BLANSHARD ST,VICTORIA,BC,48.4355822,-123.3628773,19,Wednesday,Other
MISCHIEF $5000 OR UNDER,900 Block PANDORA AVE,VICTORIA,BC,48.42747325,-123.358472,9,Monday,Property Crime
TRAFFICKING-COCAINE,WASHINGTON AVE & GORGE RD E,VICTORIA,BC,48.44307912,-123.3818955,11,Wednesday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block FOUL BAY RD,VICTORIA,BC,48.42110432,-123.3232104,12,Wednesday,Other
COLLISION-DAMAGE OVER $1000,COOK ST & OLIPHANT AVE,VICTORIA,BC,48.41378693,-123.3568082,13,Wednesday,Traffic
TRAFFIC-INSURANCE VIOLATION,1100 Block CRAIGFLOWER RD,VICTORIA,BC,48.44441487,-123.407602,14,Wednesday,Traffic
DRIVING COMPLAINTS,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,15,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block COURTNEY ST,VICTORIA,BC,48.4226198,-123.3623858,15,Wednesday,Other
TRAFFIC-OTHER MOVING PROV,1000 Block PANDORA AVE,VICTORIA,BC,48.42728554,-123.355649,16,Wednesday,Traffic
TRAFFIC-INSURANCE VIOLATION,600 Block DAVID ST,VICTORIA,BC,48.43850656,-123.3698672,16,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block CALEDONIA AVE,VICTORIA,BC,48.4311154,-123.3631264,16,Wednesday,Other
VEHICLE,800 Block PANDORA AVE,VICTORIA,BC,48.42767219,-123.3610246,17,Tuesday,Vehicle Stop
COLLISION-DAMAGE OVER $1000,DOUGLAS ST & BURNSIDE RD E,VICTORIA,BC,48.4418635,-123.3690191,6,Thursday,Traffic
FALSE ALARMS,1600 Block OAK BAY AVE,VICTORIA,BC,48.42652323,-123.3353173,0,Wednesday,Alarm
FALSE ALARMS,100 Block GORGE RD E,VICTORIA,BC,48.44332349,-123.3848514,0,Wednesday,Alarm
CYCLIST,HILLSIDE AVE & QUADRA ST,VICTORIA,BC,48.43943031,-123.3591536,1,Wednesday,Vehicle Stop
VEHICLE,VANCOUVER ST & PARK BLVD,VICTORIA,BC,48.41281513,-123.3594254,2,Wednesday,Vehicle Stop
BREAK & ENTER-BUSINESS,100 Block WILSON ST,VICTORIA,BC,48.43170134,-123.3798266,3,Wednesday,Breaking & Entering
THEFT BICYCLE UNDER $5000,400 Block SKINNER ST,VICTORIA,BC,48.43558391,-123.3862241,17,Wednesday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,100 Block ISLAND HWY,VICTORIA,BC,48.45090563,-123.4245252,7,Wednesday,Liquor
THEFT BICYCLE UNDER $5000,400 Block SITKUM RD,VICTORIA,BC,48.430121,-123.3793744,8,Wednesday,Theft
TRAFFIC-INSURANCE VIOLATION,QUADRA ST & KINGS RD,VICTORIA,BC,48.43750433,-123.3585864,8,Wednesday,Traffic
THEFT-OTHER OVER $5000,900 Block CRAIGFLOWER RD,VICTORIA,BC,48.44149156,-123.4012839,8,Wednesday,Theft
ASSAULT POLICE-W/WEAPON OR CBH,1500 Block BURTON AVE,VICTORIA,BC,48.4459408,-123.3432668,8,Wednesday,Assault with Deadly Weapon
ASSAULT-W/WEAPON OR CBH,800 Block BURDETT AVE,VICTORIA,BC,48.42188255,-123.3617524,9,Wednesday,Assault with Deadly Weapon
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block HUMBOLDT ST,VICTORIA,BC,48.41747118,-123.3591655,10,Wednesday,Other
COLLISION-DAMAGE UNDER $1000,BELLEVILLE ST & MENZIES ST,VICTORIA,BC,48.4207506,-123.3709895,10,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block ELLERY ST,VICTORIA,BC,48.43737247,-123.3947624,10,Wednesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block GRANT ST,VICTORIA,BC,48.42885514,-123.3488144,10,Wednesday,Other
THEFT FROM MV UNDER $5000,500 Block CECELIA RD,VICTORIA,BC,48.44295966,-123.3748834,11,Wednesday,Theft from Vehicle
WEAPONS-POSSESSION,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,12,Wednesday,Weapons Offense
SUSPICIOUS PERS/VEH/OCCURRENCE,2700 Block CEDAR HILL RD,VICTORIA,BC,48.44095409,-123.3443568,12,Wednesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block GARBALLY RD,VICTORIA,BC,48.44066071,-123.3716369,12,Wednesday,Other
THEFT-OTHER UNDER $5000,900 Block BURDETT AVE,VICTORIA,BC,48.42146425,-123.3579981,13,Wednesday,Theft
THEFT-OTHER UNDER $5000,1200 Block COLVILLE RD,VICTORIA,BC,48.43777628,-123.4156585,13,Wednesday,Theft
THEFT FROM MV UNDER $5000,500 Block QUADRA ST,VICTORIA,BC,48.41814177,-123.3618261,13,Wednesday,Theft from Vehicle
LIQUOR-INTOX IN PUBLIC PLACE,700 Block HILLSIDE AVE,VICTORIA,BC,48.43836879,-123.3665008,14,Wednesday,Liquor
TRAFFIC-INSURANCE VIOLATION,700 Block CENTRAL SPUR RD,VICTORIA,BC,48.435391,-123.3809716,14,Wednesday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,700 Block YATES ST,VICTORIA,BC,48.42612959,-123.3635393,15,Wednesday,Liquor
DRIVING COMPLAINTS,SCOTT ST & MYRTLE AVE,VICTORIA,BC,48.44373388,-123.3347522,15,Wednesday,Traffic
THEFT FROM MV UNDER $5000,2500 Block BLANSHARD ST,VICTORIA,BC,48.43614284,-123.3625762,15,Wednesday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block MARKET ST,VICTORIA,BC,48.4400334,-123.3612794,15,Wednesday,Other
DRIVING COMPLAINTS,BLANSHARD ST & FORT ST,VICTORIA,BC,48.42431624,-123.3624261,17,Wednesday,Traffic
THEFT-OTHER UNDER $5000,1300 Block ESQUIMALT RD,VICTORIA,BC,48.42985453,-123.4177106,16,Wednesday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,800 Block PANDORA AVE,VICTORIA,BC,48.42759464,-123.3600844,16,Wednesday,Liquor
ASSAULTS-OTHER,900 Block PANDORA AVE,VICTORIA,BC,48.42736519,-123.358478,16,Wednesday,Assault
MISCHIEF $5000 OR UNDER,700 Block BLANSHARD ST,VICTORIA,BC,48.42187109,-123.3631021,17,Wednesday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block PANDORA AVE,VICTORIA,BC,48.42787564,-123.3630372,18,Wednesday,Other
DRIVING COMPLAINTS,400 Block JOHNSON ST,VICTORIA,BC,48.42810604,-123.3708504,18,Wednesday,Traffic
BYLAW-NOISE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43162432,-123.3979129,19,Wednesday,Other
ROBBERY W/OTHER OFFENSIVE WPN,DOUGLAS ST & JOHNSON ST,VICTORIA,BC,48.42717744,-123.3646953,20,Wednesday,Robbery
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block ROCKLAND AVE,VICTORIA,BC,48.42187896,-123.3525783,20,Wednesday,Other
TRAFFIC-INSURANCE VIOLATION,500 Block SIMCOE ST,VICTORIA,BC,48.41518776,-123.3735918,20,Wednesday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,400 Block BELLEVILLE ST,VICTORIA,BC,48.42148392,-123.3736469,21,Wednesday,Liquor
BYLAW-NOISE,2600 Block PRIOR ST,VICTORIA,BC,48.43898046,-123.3548599,22,Wednesday,Other
THEFT BICYCLE UNDER $5000,600 Block FORT ST,VICTORIA,BC,48.42484224,-123.367254,22,Wednesday,Theft
THEFT FROM MV UNDER $5000,1200 Block LANGLEY ST,VICTORIA,BC,48.42589905,-123.3684095,22,Wednesday,Theft from Vehicle
LIQUOR-INTOX IN PUBLIC PLACE,300 Block COOK ST,VICTORIA,BC,48.41557128,-123.356034,23,Wednesday,Liquor
WEAPONS-POSSESSION,700 Block PANDORA AVE,VICTORIA,BC,48.42798018,-123.3639759,23,Wednesday,Weapons Offense
COLLISION-DAMAGE UNDER $1000,QUADRA ST & TOLMIE AVE,VICTORIA,BC,48.44895767,-123.3618612,19,Wednesday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block YATES ST,VICTORIA,BC,48.42467648,-123.3501281,20,Wednesday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block YATES ST,VICTORIA,BC,48.42612959,-123.3635393,20,Wednesday,Other
THEFT-OTHER UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43847801,-123.3589369,21,Wednesday,Theft
BYLAW-NOISE,3100 Block JUTLAND RD,VICTORIA,BC,48.4437995,-123.3745669,21,Wednesday,Other
DRIVING COMPLAINTS,BLANSHARD ST & CALEDONIA AVE,VICTORIA,BC,48.43104581,-123.3617809,21,Wednesday,Traffic
THEFT-OTHER UNDER $5000,800 Block YATES ST,VICTORIA,BC,48.42582494,-123.3607229,21,Wednesday,Theft
THEFT-OTHER UNDER $5000,HUMBOLDT ST & QUADRA ST,VICTORIA,BC,48.41888818,-123.3613797,21,Wednesday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,500 Block WEST BAY TER,VICTORIA,BC,48.42924015,-123.3977742,22,Wednesday,Liquor
THEFT OF AUTO UNDER $5000,600 Block CONSTANCE AVE,VICTORIA,BC,48.43102944,-123.4181862,22,Wednesday,Theft of Vehicle
IMPAIRED OP MOTOR VEH (ALCOH),SHAKESPEARE ST & BAY ST,VICTORIA,BC,48.4340457,-123.3355999,4,Saturday,Traffic
BYLAW-NOISE,1200 Block JOHNSON ST,VICTORIA,BC,48.4257264,-123.3504849,3,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block COLVILLE RD,VICTORIA,BC,48.4389251,-123.3934811,0,Saturday,Other
CAUSE A DISTURBANCE,500 Block DISCOVERY ST,VICTORIA,BC,48.4318717,-123.3695956,0,Sunday,Disorder
BYLAW-NOISE,MENZIES ST & DALLAS RD,VICTORIA,BC,48.412008,-123.377556,0,Sunday,Other
BYLAW-NOISE,200 Block ONTARIO ST,VICTORIA,BC,48.419347,-123.3802021,23,Saturday,Other
DRIVING COMPLAINTS,PANDORA AVE & REBECCA ST,VICTORIA,BC,48.4271208,-123.3517621,22,Saturday,Traffic
BYLAW-NOISE,900 Block EMPRESS AVE,VICTORIA,BC,48.4347697,-123.3575256,22,Saturday,Other
DRIVING COMPLAINTS,700 Block YATES ST,VICTORIA,BC,48.4263013,-123.3646043,19,Saturday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block PEMBROKE ST,VICTORIA,BC,48.4320606,-123.3549747,19,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,COOK ST & CALEDONIA AVE,VICTORIA,BC,48.4304695,-123.3528708,19,Saturday,Other
THEFT BICYCLE UNDER $5000,700 Block LINDEN AVE,VICTORIA,BC,48.419484,-123.3517886,9,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block JOAN CRES,VICTORIA,BC,48.4202457,-123.3424476,19,Saturday,Other
DRIVING COMPLAINTS,1200 Block MONTROSE AVE,VICTORIA,BC,48.4424259,-123.3543107,12,Saturday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block HEAD ST,VICTORIA,BC,48.4307423,-123.4009868,2,Monday,Other
COLLISION-DAMAGE OVER $1000,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44668972,-123.3332356,13,Sunday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,3000 Block CEDAR HILL RD,VICTORIA,BC,48.4474391,-123.3443974,12,Friday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block JOHNSON ST,VICTORIA,BC,48.42680535,-123.3613428,8,Friday,Other
DRIVING COMPLAINTS,ADMIRALS RD & ESQUIMALT RD,VICTORIA,BC,48.42985282,-123.4169011,13,Friday,Traffic
COLLISION-DAMAGE OVER $1000,COOK ST & HILLSIDE AVE,VICTORIA,BC,48.44038889,-123.3516768,20,Saturday,Traffic
