incident_datetime,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type,,month_of_year,day_of_month,year
10/13/2006 01:05:00 AM,1900 Block CULTRA AVE,CENTRAL SAANICH,BC,48.5923163,-123.4203846,1,Friday,Other,,10,13,2006
10/17/2006 05:39:00 PM,6500 Block BELLA VISTA DR,CENTRAL SAANICH,BC,48.5574321,-123.3960348,17,Tuesday,Other,,10,17,2006
09/25/2006 02:19:00 PM,900 Block JOSEPHINE RD,CENTRAL SAANICH,BC,48.5711664,-123.4602181,14,Monday,Traffic,,09,25,2006
09/19/2006 12:23:00 PM,6900 Block WALLACE DR,CENTRAL SAANICH,BC,48.5688717,-123.4580551,12,Tuesday,Property Crime,,09,19,2006
10/04/2006 03:52:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.5724431,-123.3983594,15,Wednesday,Traffic,,10,04,2006
10/05/2006 12:00:00 AM,STELLYS CROSS RD & E SAANICH RD,CENTRAL SAANICH,BC,48.579725,-123.4090015,0,Thursday,Pedestrian Stop,,10,05,2006
10/13/2006 05:58:00 AM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.5542628,-123.3926925,5,Friday,Traffic,,10,13,2006
09/25/2006 03:12:00 PM,1300 Block COLUMBIA AVE,CENTRAL SAANICH,BC,48.5741836,-123.4421114,15,Monday,Theft from Vehicle,,09,25,2006
09/30/2006 04:43:00 AM,900 Block VERDIER AVE,CENTRAL SAANICH,BC,48.5778875,-123.4628168,4,Saturday,Other,,09,30,2006
10/02/2006 04:32:00 PM,BLACKTHORN DR & E SAANICH RD,CENTRAL SAANICH,BC,48.589597,-123.41914,16,Monday,Other,,10,02,2006
10/10/2006 05:31:00 PM,2300 Block ALTA VISTA PL,CENTRAL SAANICH,BC,48.5631929,-123.4019202,17,Tuesday,Theft,,10,10,2006
09/23/2006 04:43:00 PM,7800 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5947438,-123.4637375,16,Saturday,Property Crime,,09,23,2006
01/10/2006 04:30:00 PM,2000 Block CUNNANES LANE,CENTRAL SAANICH,BC,48.568732,-123.40998,16,Tuesday,Theft,,01,10,2006
09/16/2006 03:26:00 PM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5724431,-123.3983594,15,Saturday,Traffic,,09,16,2006
10/14/2006 11:57:00 PM,3200 Block ISLAND VIEW RD,CENTRAL SAANICH,BC,48.5724145,-123.3684157,23,Saturday,Liquor,,10,14,2006
09/25/2006 04:45:00 PM,2400 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5941656,-123.3999125,16,Monday,Traffic,,09,25,2006
10/15/2006 12:49:00 AM,W SAANICH RD & BENVENUTO AVE,CENTRAL SAANICH,BC,48.5653672,-123.4386255,0,Sunday,Other,,10,15,2006
01/10/2006 06:07:00 PM,TANNER RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5542628,-123.3926925,18,Tuesday,Traffic,,01,10,2006
09/19/2006 03:18:00 PM,2200 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651291,-123.4081692,15,Tuesday,Traffic,,09,19,2006
10/15/2006 10:57:00 AM,2200 Block COOPERIDGE DR,CENTRAL SAANICH,BC,48.5699998,-123.4035696,10,Sunday,Theft from Vehicle,,10,15,2006
09/25/2006 08:52:00 PM,6800 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.5668377,-123.4035394,20,Monday,Property Crime,,09,25,2006
10/02/2006 05:28:00 PM,1000 Block WAVERLY TER,CENTRAL SAANICH,BC,48.4693079,-123.3326765,17,Monday,Traffic,,10,02,2006
10/04/2006 07:15:00 PM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.5542628,-123.3926925,19,Wednesday,Traffic,,10,04,2006
09/19/2006 03:45:00 PM,PATRICIA BAY HWY & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5641206,-123.3974514,15,Tuesday,Traffic,,09,19,2006
10/13/2006 11:26:00 AM,7300 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5819974,-123.3999494,11,Friday,Other,,10,13,2006
10/15/2006 02:44:00 PM,7000 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.5727685,-123.4034748,14,Sunday,Theft from Vehicle,,10,15,2006
09/25/2006 09:38:00 PM,7100 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5819974,-123.3999494,21,Monday,Traffic,,09,25,2006
10/15/2006 03:03:00 PM,2200 Block COOPERIDGE DR,CENTRAL SAANICH,BC,48.5699998,-123.4035696,15,Sunday,Theft from Vehicle,,10,15,2006
09/19/2006 05:10:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941307,-123.3983587,17,Tuesday,Traffic,,09,19,2006
10/17/2006 12:00:00 AM,ROM KNOTT PARK,CENTRAL SAANICH,BC,48.4693079,-123.3326765,0,Tuesday,Pedestrian Stop,,10,17,2006
10/04/2006 11:05:00 PM,6400 Block OLDFIELD RD,CENTRAL SAANICH,BC,48.5562362,-123.4172441,23,Wednesday,Other,,10,04,2006
10/04/2006 11:14:00 PM,MARTINDALE RD & LOCHSIDE DR,CENTRAL SAANICH,BC,48.5616043,-123.3895909,23,Wednesday,Traffic,,10,04,2006
10/15/2006 10:55:00 PM,7100 Block WALLACE DR,CENTRAL SAANICH,BC,48.5759985,-123.442611,22,Sunday,Disorder,,10,15,2006
09/19/2006 05:47:00 PM,6900 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5689857,-123.398998,17,Tuesday,Traffic,,09,19,2006
10/16/2006 05:54:00 AM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651594,-123.4127847,5,Monday,Breaking & Entering,,10,16,2006
09/12/2006 08:32:00 AM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5724431,-123.3983594,8,Tuesday,Traffic,,09,12,2006
08/24/2006 06:38:00 PM,7300 Block WALLACE DR,CENTRAL SAANICH,BC,48.5799258,-123.4259298,18,Thursday,Liquor,,08,24,2006
08/25/2006 02:14:00 PM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651594,-123.4127847,14,Friday,Traffic,,08,25,2006
08/31/2006 06:31:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5941307,-123.3983587,18,Thursday,Traffic,,08,31,2006
08/26/2006 10:03:00 PM,7000 Block WALLACE DR,CENTRAL SAANICH,BC,48.5725039,-123.4515848,22,Saturday,Drugs,,08,26,2006
08/28/2006 10:47:00 PM,1200 Block VERDIER AVE,CENTRAL SAANICH,BC,48.5779367,-123.4484966,22,Monday,Breaking & Entering,,08,28,2006
09/03/2006 04:20:00 PM,6900 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5689857,-123.398998,16,Sunday,Traffic,,09,03,2006
08/24/2006 07:54:00 PM,7800 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5947438,-123.4637375,19,Thursday,Theft,,08,24,2006
08/27/2006 02:34:00 AM,8000 Block MCPHAIL RD,CENTRAL SAANICH,BC,48.6014583,-123.4676481,2,Sunday,Assault,,08,27,2006
08/31/2006 06:42:00 PM,7100 Block W SAANICH RD,CENTRAL SAANICH,BC,48.5754315,-123.4054366,18,Thursday,Other,,08,31,2006
09/03/2006 08:53:00 PM,1500 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5797457,-123.4308246,20,Sunday,Liquor,,09,03,2006
08/25/2006 06:45:00 PM,900 Block MARCHANT RD,CENTRAL SAANICH,BC,48.5724908,-123.4607393,18,Friday,Traffic,,08,25,2006
08/27/2006 02:44:00 AM,6500 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5586152,-123.3942831,2,Sunday,Traffic,,08,27,2006
08/30/2006 08:45:00 AM,7200 Block KIMPATA WAY,CENTRAL SAANICH,BC,48.5779545,-123.4606367,8,Wednesday,Theft,,08,30,2006
09/14/2006 07:23:00 PM,7100 Block W SAANICH RD,CENTRAL SAANICH,BC,48.5754315,-123.4054366,19,Thursday,Traffic,,09,14,2006
08/25/2006 07:21:00 PM,2600 Block JAMES ISLAND RD,CENTRAL SAANICH,BC,48.5989209,-123.3926582,19,Friday,Other,,08,25,2006
08/30/2006 10:08:00 AM,6900 Block VEYANESS RD,CENTRAL SAANICH,BC,48.5687584,-123.4099967,10,Wednesday,Traffic,,08,30,2006
09/03/2006 11:08:00 PM,1500 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5797457,-123.4308246,23,Sunday,Property Crime,,09,03,2006
08/21/2006 06:31:00 PM,2100 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941786,-123.4097901,18,Monday,Property Crime,,08,21,2006
09/14/2006 09:03:00 PM,7000 Block CON ADA RD,CENTRAL SAANICH,BC,48.5724642,-123.4564755,21,Thursday,Traffic,,09,14,2006
08/25/2006 08:17:00 PM,1900 Block LISNOE AVE,CENTRAL SAANICH,BC,48.5941482,-123.4188735,20,Friday,Disorder,,08,25,2006
09/06/2006 11:48:00 AM,2500 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941391,-123.3971602,11,Wednesday,Traffic,,09,06,2006
09/15/2006 08:40:00 AM,8400 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5819974,-123.3999494,8,Friday,Property Crime,,09,15,2006
08/25/2006 08:20:00 PM,SLUGGETT RD & WALLACE DR,CENTRAL SAANICH,BC,48.5740613,-123.4489174,20,Friday,Drugs,,08,25,2006
08/27/2006 04:03:00 AM,2600 Block FERGUSON RD,CENTRAL SAANICH,BC,48.5953909,-123.392657,4,Sunday,Other,,08,27,2006
09/02/2006 04:40:00 AM,WALLACE DR & HAGAN RD,CENTRAL SAANICH,BC,48.5688578,-123.4579743,4,Saturday,Traffic,,09,02,2006
08/25/2006 09:25:00 PM,7100 Block W SAANICH RD,CENTRAL SAANICH,BC,48.5754315,-123.4054366,21,Friday,Liquor,,08,25,2006
08/31/2006 11:05:00 PM,6500 Block TAMANY DR,CENTRAL SAANICH,BC,48.5618868,-123.3976429,23,Thursday,Other,,08,31,2006
09/02/2006 09:53:00 AM,7100 Block W SAANICH RD,CENTRAL SAANICH,BC,48.5754315,-123.4054366,9,Saturday,Property Crime,,09,02,2006
09/06/2006 01:44:00 PM,VEYANESS RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651462,-123.4105743,13,Wednesday,Traffic,,09,06,2006
09/08/2006 04:17:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941307,-123.3983587,16,Friday,Traffic,,09,08,2006
08/21/2006 10:45:00 PM,7700 Block E SAANICH RD,CENTRAL SAANICH,BC,48.591207,-123.4182963,22,Monday,Other,,08,21,2006
08/27/2006 09:10:00 AM,LOCHSIDE DR & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941308,-123.3947085,9,Sunday,Traffic,,08,27,2006
08/31/2006 11:40:00 PM,7800 Block PATTERSON RD,CENTRAL SAANICH,BC,48.5962419,-123.4166545,23,Thursday,Other,,08,31,2006
09/12/2006 03:39:00 PM,6900 Block WALLACE DR,CENTRAL SAANICH,BC,48.5688717,-123.4580551,15,Tuesday,Traffic,,09,12,2006
09/15/2006 04:45:00 PM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651594,-123.4127847,16,Friday,Traffic,,09,15,2006
08/27/2006 09:12:00 AM,7300 Block SEABROOK RD,CENTRAL SAANICH,BC,48.5821481,-123.4169283,9,Sunday,Breaking & Entering,,08,27,2006
09/06/2006 03:32:00 PM,1800 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5972891,-123.4248414,15,Wednesday,Traffic,,09,06,2006
09/08/2006 06:03:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941307,-123.3983587,18,Friday,Traffic,,09,08,2006
09/02/2006 01:41:00 PM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651594,-123.4127847,13,Saturday,Theft,,09,02,2006
09/08/2006 09:17:00 PM,PATRICIA BAY HWY & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5641206,-123.3974514,21,Friday,Traffic,,09,08,2006
09/15/2006 05:06:00 PM,7800 Block WALLACE DR,CENTRAL SAANICH,BC,48.5941698,-123.4202605,17,Friday,Traffic,,09,15,2006
09/02/2006 03:17:00 PM,6400 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5567048,-123.3936433,15,Saturday,Theft,,09,02,2006
09/08/2006 11:44:00 PM,WALLACE DR & W SAANICH RD,CENTRAL SAANICH,BC,48.5753045,-123.4452848,23,Friday,Breaking & Entering,,09,08,2006
09/15/2006 05:18:00 PM,700 Block VERDIER AVE,CENTRAL SAANICH,BC,48.5779008,-123.4649476,17,Friday,Breaking & Entering,,09,15,2006
09/02/2006 04:40:00 PM,STELLYS CROSS RD & GOWDY RD,CENTRAL SAANICH,BC,48.579708,-123.4443848,16,Saturday,Other,,09,02,2006
09/09/2006 12:37:00 AM,6200 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5819974,-123.3999494,0,Saturday,Traffic,,09,09,2006
09/02/2006 06:35:00 PM,HOVEY RD & TOMLINSON RD,CENTRAL SAANICH,BC,48.5869084,-123.4307236,18,Saturday,Traffic,,09,02,2006
08/24/2006 10:02:00 AM,6600 Block TAMANY DR,CENTRAL SAANICH,BC,48.5626956,-123.3984837,10,Thursday,Property Crime,,08,24,2006
09/02/2006 07:38:00 PM,1400 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.579746,-123.4311173,19,Saturday,Other,,09,02,2006
08/29/2006 01:43:00 PM,SAANICH CROSS RD & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.4693079,-123.3326765,13,Tuesday,Traffic,,08,29,2006
08/29/2006 01:59:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941307,-123.3983587,13,Tuesday,Traffic,,08,29,2006
09/11/2006 12:32:00 PM,2100 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651594,-123.4127847,12,Monday,Breaking & Entering,,09,11,2006
08/20/2006 07:35:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.5832146,-123.4243206,19,Sunday,Other,,08,20,2006
08/26/2006 01:13:00 PM,7800 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5947438,-123.4637375,13,Saturday,Other,,08,26,2006
08/31/2006 09:39:00 AM,900 Block SLUGGETT RD,CENTRAL SAANICH,BC,48.5742306,-123.4618712,9,Thursday,Property Crime,,08,31,2006
09/02/2006 10:59:00 PM,7100 Block WALLACE DR,CENTRAL SAANICH,BC,48.5759985,-123.442611,22,Saturday,Theft,,09,02,2006
09/05/2006 02:43:00 PM,1900 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5954057,-123.4208568,14,Tuesday,Traffic,,09,05,2006
09/11/2006 12:45:00 PM,7600 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.5902281,-123.4034597,12,Monday,Other,,09,11,2006
08/26/2006 01:59:00 PM,1300 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5797345,-123.4397116,13,Saturday,Other,,08,26,2006
08/31/2006 12:32:00 PM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5724431,-123.3983594,12,Thursday,Traffic,,08,31,2006
09/05/2006 02:47:00 PM,1900 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5954057,-123.4208568,14,Tuesday,Traffic,,09,05,2006
09/11/2006 03:23:00 PM,1100 Block MARCHANT RD,CENTRAL SAANICH,BC,48.5724603,-123.4534598,15,Monday,Other,,09,11,2006
08/20/2006 08:35:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.5832146,-123.4243206,20,Sunday,Other,,08,20,2006
08/23/2006 04:23:00 AM,W SAANICH RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651969,-123.4384684,4,Wednesday,Traffic,,08,23,2006
09/01/2006 06:15:00 PM,1000 Block VERDIER AVE,CENTRAL SAANICH,BC,48.5779092,-123.4573783,18,Friday,Theft,,09,01,2006
09/07/2006 05:03:00 PM,800 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5991624,-123.4662446,17,Thursday,Traffic,,09,07,2006
08/20/2006 09:23:00 PM,7600 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5887222,-123.4193848,21,Sunday,Other,,08,20,2006
08/23/2006 06:47:00 AM,7600 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5887222,-123.4193848,6,Wednesday,Other,,08,23,2006
08/26/2006 02:05:00 PM,7800 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5947438,-123.4637375,14,Saturday,Other,,08,26,2006
09/01/2006 07:02:00 PM,KEATING CROSS RD & W SAANICH RD,CENTRAL SAANICH,BC,48.5651969,-123.4384684,19,Friday,Traffic,,09,01,2006
09/03/2006 02:41:00 AM,6700 Block OLDFIELD RD,CENTRAL SAANICH,BC,48.5652484,-123.4172489,2,Sunday,Theft of Vehicle,,09,03,2006
09/07/2006 09:33:00 PM,7100 Block WALLACE DR,CENTRAL SAANICH,BC,48.5759985,-123.442611,21,Thursday,Theft,,09,07,2006
08/20/2006 09:30:00 PM,7000 Block WALLACE DR,CENTRAL SAANICH,BC,48.5725039,-123.4515848,21,Sunday,Other,,08,20,2006
09/05/2006 05:31:00 PM,7000 Block WALLACE DR,CENTRAL SAANICH,BC,48.5725039,-123.4515848,17,Tuesday,Other,,09,05,2006
09/08/2006 12:22:00 AM,PATRICIA BAY HWY & E SAANICH RD,CENTRAL SAANICH,BC,48.5658622,-123.3982796,0,Friday,Traffic,,09,08,2006
08/26/2006 03:33:00 PM,LOCHSIDE DR & NEWMAN RD,CENTRAL SAANICH,BC,48.6027336,-123.3961194,15,Saturday,Traffic,,08,26,2006
08/20/2006 09:48:00 PM,8000 Block MCPHAIL RD,CENTRAL SAANICH,BC,48.6014583,-123.4676481,21,Sunday,Other,,08,20,2006
09/05/2006 05:40:00 PM,1400 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.579746,-123.4311173,17,Tuesday,Other,,09,05,2006
08/26/2006 05:31:00 PM,WALLACE DR & HAGAN RD,CENTRAL SAANICH,BC,48.5688578,-123.4579743,17,Saturday,Traffic,,08,26,2006
08/20/2006 11:25:00 PM,WALLACE DR & STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5797386,-123.4259987,23,Sunday,Other,,08,20,2006
09/08/2006 06:34:00 AM,7400 Block E SAANICH RD,CENTRAL SAANICH,BC,48.5833939,-123.4129026,6,Friday,Arson,,09,08,2006
08/26/2006 06:17:00 PM,1100 Block DAMELART WAY,CENTRAL SAANICH,BC,48.5771049,-123.4539032,18,Saturday,Liquor,,08,26,2006
08/21/2006 07:27:00 AM,PATRICIA BAY HWY & TANNER RD,CENTRAL SAANICH,BC,48.5542628,-123.3926925,7,Monday,Traffic,,08,21,2006
09/01/2006 08:24:00 PM,W SAANICH RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651969,-123.4384684,20,Friday,Traffic,,09,01,2006
09/05/2006 09:06:00 PM,700 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5796364,-123.4657577,21,Tuesday,Other,,09,05,2006
09/08/2006 12:02:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.5724431,-123.3983594,12,Friday,Traffic,,09,08,2006
09/09/2006 05:50:00 PM,7100 Block W SAANICH RD,CENTRAL SAANICH,BC,48.5754315,-123.4054366,17,Saturday,Other,,09,09,2006
09/06/2006 12:00:00 AM,PRAIRIE INN,CENTRAL SAANICH,BC,48.4693079,-123.3326765,0,Wednesday,Community Policing,,09,06,2006
08/26/2006 07:15:00 PM,PATRICIA BAY HWY & MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941307,-123.3983587,19,Saturday,Liquor,,08,26,2006
08/23/2006 12:26:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5941307,-123.3983587,12,Wednesday,Traffic,,08,23,2006
08/31/2006 05:59:00 PM,800 Block BENVENUTO AVE,CENTRAL SAANICH,BC,48.5637995,-123.46619,17,Thursday,Theft,,08,31,2006
09/01/2006 09:26:00 PM,PATRICIA BAY HWY & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5641206,-123.3974514,21,Friday,Traffic,,09,01,2006
08/26/2006 07:38:00 PM,W SAANICH RD & STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5796353,-123.4517016,19,Saturday,Other,,08,26,2006
08/23/2006 12:33:00 PM,7000 Block HOMATHKO RD,CENTRAL SAANICH,BC,48.574725,-123.3681334,12,Wednesday,Other,,08,23,2006
09/01/2006 10:48:00 PM,CULTRA AVE & E SAANICH RD,CENTRAL SAANICH,BC,48.5923314,-123.4170319,22,Friday,Other,,09,01,2006
09/08/2006 01:14:00 PM,W SAANICH RD & WALLACE DR,CENTRAL SAANICH,BC,48.5753045,-123.4452848,13,Friday,Traffic,,09,08,2006
09/14/2006 05:29:00 PM,6800 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.5668377,-123.4035394,17,Thursday,Other,,09,14,2006
01/08/2006 12:30:00 PM,2400 Block TANNER RD,CENTRAL SAANICH,BC,48.5543136,-123.4006866,12,Sunday,Theft,,01,08,2006
09/08/2006 01:54:00 PM,7200 Block EARLY PL,CENTRAL SAANICH,BC,48.5779372,-123.445247,13,Friday,Traffic,,09,08,2006
09/09/2006 06:55:00 PM,1900 Block KEATING CROSS RD,CENTRAL SAANICH,BC,48.5797534,-123.4209899,18,Saturday,Property Crime,,09,09,2006
01/08/2006 12:53:00 PM,2500 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941391,-123.3971602,12,Sunday,Theft,,01,08,2006
08/23/2006 01:11:00 PM,7800 Block WALLACE DR,CENTRAL SAANICH,BC,48.5941698,-123.4202605,13,Wednesday,Traffic,,08,23,2006
09/09/2006 08:07:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.5832146,-123.4243206,20,Saturday,Other,,09,09,2006
01/08/2006 04:24:00 PM,7400 Block WALLACE DR,CENTRAL SAANICH,BC,48.5832146,-123.4243206,16,Sunday,Property Crime,,01,08,2006
01/08/2006 04:35:00 PM,PATRICIA BAY HWY & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5641206,-123.3974514,16,Sunday,Traffic,,01,08,2006
09/02/2006 12:13:00 AM,1900 Block POLO PARK CLS,CENTRAL SAANICH,BC,48.4693079,-123.3326765,0,Saturday,Other,,09,02,2006
09/09/2006 08:54:00 PM,MT NEWTON CROSS RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5941307,-123.3983587,20,Saturday,Traffic,,09,09,2006
01/08/2006 05:57:00 PM,7100 Block WALLACE DR,CENTRAL SAANICH,BC,48.5759985,-123.442611,17,Sunday,Liquor,,01,08,2006
01/08/2006 07:02:00 PM,8400 Block E SAANICH RD,CENTRAL SAANICH,BC,48.6097317,-123.4742068,19,Sunday,Other,,01,08,2006
08/23/2006 05:48:00 PM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5724431,-123.3983594,17,Wednesday,Traffic,,08,23,2006
08/23/2006 05:59:00 PM,E SAANICH RD & GENOA PL,CENTRAL SAANICH,BC,48.5911438,-123.4183588,17,Wednesday,Other,,08,23,2006
08/29/2006 07:24:00 AM,WALLACE DR & W SAANICH RD,CENTRAL SAANICH,BC,48.5753045,-123.4452848,7,Tuesday,Breaking & Entering,,08,29,2006
08/23/2006 07:02:00 PM,800 Block BENVENUTO AVE,CENTRAL SAANICH,BC,48.5637995,-123.46619,19,Wednesday,Assault,,08,23,2006
09/10/2006 10:05:00 AM,6600 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5612079,-123.3956167,10,Sunday,Traffic,,09,10,2006
08/23/2006 08:30:00 PM,LISNOE AVE & WALLACE DR,CENTRAL SAANICH,BC,48.5942316,-123.4201211,20,Wednesday,Other,,08,23,2006
09/04/2006 11:21:00 AM,6400 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5567048,-123.3936433,11,Monday,Traffic,,09,04,2006
09/10/2006 12:21:00 PM,6600 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5612079,-123.3956167,12,Sunday,Other,,09,10,2006
08/23/2006 11:04:00 PM,7100 Block WALLACE DR,CENTRAL SAANICH,BC,48.5759985,-123.442611,23,Wednesday,Theft,,08,23,2006
08/24/2006 07:59:00 PM,7200 Block BABBINGTON LANE,CENTRAL SAANICH,BC,48.5793095,-123.4686575,19,Thursday,Other,,08,24,2006
08/25/2006 09:52:00 PM,7200 Block BRENTVIEW DR,CENTRAL SAANICH,BC,48.577963,-123.4626187,21,Friday,Disorder,,08,25,2006
09/04/2006 02:32:00 PM,6800 Block VEYANESS RD,CENTRAL SAANICH,BC,48.5669935,-123.4105535,14,Monday,Property Crime,,09,04,2006
09/10/2006 01:45:00 PM,8400 Block W SAANICH RD,CENTRAL SAANICH,BC,48.6097317,-123.4742068,13,Sunday,Traffic,,09,10,2006
08/23/2006 11:22:00 PM,PATRICIA BAY HWY & ISLAND VIEW RD,CENTRAL SAANICH,BC,48.5724431,-123.3983594,23,Wednesday,Traffic,,08,23,2006
08/24/2006 08:45:00 PM,2500 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941391,-123.3971602,20,Thursday,Assault,,08,24,2006
08/29/2006 09:34:00 AM,1100 Block STELLYS CROSS RD,CENTRAL SAANICH,BC,48.5797281,-123.4489711,9,Tuesday,Breaking & Entering,,08,29,2006
09/04/2006 05:27:00 PM,VERDIER AVE & W SAANICH RD,CENTRAL SAANICH,BC,48.4693079,-123.3326765,17,Monday,Traffic,,09,04,2006
09/10/2006 08:06:00 PM,ISLAND VIEW RD & PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5724431,-123.3983594,20,Sunday,Traffic,,09,10,2006
08/24/2006 09:55:00 PM,6300 Block W SAANICH RD,CENTRAL SAANICH,BC,48.5567678,-123.4384004,21,Thursday,Traffic,,08,24,2006
08/29/2006 11:36:00 AM,OLDFIELD RD & KEATING CROSS RD,CENTRAL SAANICH,BC,48.5651196,-123.417242,11,Tuesday,Traffic,,08,29,2006
09/04/2006 06:12:00 PM,7900 Block LARKVALE RD,CENTRAL SAANICH,BC,48.5996096,-123.4237283,18,Monday,Theft,,09,04,2006
09/12/2006 04:11:00 PM,7000 Block PATRICIA BAY HWY,CENTRAL SAANICH,BC,48.5826911,-123.400459,16,Tuesday,Traffic,,09,12,2006
08/24/2006 10:05:00 PM,7100 Block WALLACE DR,CENTRAL SAANICH,BC,48.5759985,-123.442611,22,Thursday,Theft,,08,24,2006
08/25/2006 09:50:00 PM,WALLACE DR & SLUGGETT RD,CENTRAL SAANICH,BC,48.5740613,-123.4489174,21,Friday,Traffic,,08,25,2006
09/06/2006 04:21:00 PM,6400 Block BRYN RD,CENTRAL SAANICH,BC,48.5584216,-123.4240862,16,Wednesday,Theft,,09,06,2006
09/12/2006 04:03:00 PM,6800 Block CENTRAL SAANICH RD,CENTRAL SAANICH,BC,48.5668377,-123.4035394,16,Tuesday,Traffic,,09,12,2006
08/30/2006 05:07:00 PM,2500 Block MT NEWTON CROSS RD,CENTRAL SAANICH,BC,48.5941391,-123.3971602,17,Wednesday,Other,,08,30,2006
